,name,address,price,city,Check_in_date,Check_out_date,Review,Rating,distance to city centre(km),distance to HYD-Rajiv Gandhi Intl(km),Pool,Free parking,Airport transfer,Spa,Restaurant,Gym,Bar,Bathtub,Meeting Facilities,Connecting rooms available,Pet-friendly,Kitchen,Internet access
1128,OYO 17222 Al Maray,1Sofia Building 44/1957 Desabhimani Rd Kaloor Kochi Ernakulam Kerala 682017 India,44551,Kochi,2021-12-02,2021-02-16,,,10 ,20 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1129,Elim Homestay,Chirattapalam Near Bus Stop Fort Kochi Kochi Kerala 682001 India,2764,Kochi,2021-12-02,2021-02-16,,,6.2,27 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
1130,Imperial Regency,Imperial Trade Centre MG Road Ernakulam Kerala 682035 India,14000,Kochi,2021-12-02,2021-02-16,,,8.1,22 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes
1131,Base9 Airport Hotel,9/376 B AirportMaikavuAnkamaly Road Alwaye Kerala 683572 India,5544,Kochi,2021-12-02,2021-02-16,,,31 ,1.0,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes
1132,TRINITY AT FORT COCHIN,1/658 Ridsdale Road Parade Ground Fort Cochin Kochi Kerala 682001 India,79431,Kochi,2021-12-02,2021-02-16,,,6.7,27 ,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
1133,Daffodils Spice Court,217A AB SALEM ROAD MATTANCHERRY Kochi 682002 India,14000,Kochi,2021-12-02,2021-02-16,,,5.1,26 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
1134,The Avenue Regent,39/2026 M G Road Ernakulam Ernakulam Kerala 682016 India,20400,Kochi,2021-12-02,2021-02-16,,,6.5,24 ,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no
1135,Reds Residency - Homestay,11/372 A K J Herschel Road Near Dronacharya Main Gate Kochi Kerala 682001 India,6600,Kochi,2021-12-02,2021-02-16,,,5.7,28 ,no,yes,yes,no,no,yes,no,no,no,no,no,no,no
1136,Hotel Bright Heritage,1/508A1 TOWER ROADFORT KOCHI Kochi KERALA 682001 India,40000,Kochi,2021-12-02,2021-02-16,,,6.8,26 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1137,Hotel Bright Heritage,1/508A1 TOWER ROADFORT KOCHI Kochi KERALA 682001 India,40000,Kochi,2021-12-02,2021-02-16,,,6.8,26 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1138,Blue Bell Airport Hotel,Nedumbassery Vappalassery Alwaye Kerala 683572 India,7001,Kochi,2021-12-02,2021-02-16,,,31 ,1.4,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes
1139,Golf View Hotel & Suites,VIP Road Alwaye Kerala 683589 India,6400,Kochi,2021-12-02,2021-02-16,,,29 ,2.6,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes
1140,Honolulu Home,House No 1/1596 CCEA Hall Road Fort Kochi Kochi Kerala 682001 India,3000,Kochi,2021-12-02,2021-02-16,,,6.0,27 ,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no
1141,Travancore Court - by Spree,Warriam Road Eranakulam Ernakulam Kerala 682016 India,9010,Kochi,2021-12-02,2021-02-16,,,6.5,24 ,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
1142,Gokulam Park,Opp PVS Hospital Kaloor Ernakulam Kerala 682017 India,18696,Kochi,2021-12-02,2021-02-16,,,9.5,21 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1143,Grand Canyon,Near Kokers Theatre Kochi India 682001 India,16000,Kochi,2021-12-02,2021-02-16,,,5.9,27 ,no,yes,no,no,yes,no,no,no,no,no,no,yes,no
1144,THE PGS VEDANTA COCHIN,Lissie Junction Kaloor Nr North Overbridge Ernakulam Kerala 682018 India,10619,Kochi,2021-12-02,2021-02-16,,,9.0,21 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1145,V K G Group Holiday Hotel,Munambam Road Cherai North Paravur Kerala 683514 India,7800,Kochi,2021-12-02,2021-02-16,,,27 ,22 ,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no
1146,Bharat Hotel,PBNo2357 Gandhi Square Durbar Hall Road Ernakulam Kerala 682 016 India,12389,Kochi,2021-12-02,2021-02-16,,,6.5,24 ,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
1147,OYO 4280 The City Gate Residency,35290Vittalwadi Narayanguda Near Lekshore Hospital Nh Bypass Ernakulam Kerala 682040 India,37438,Kochi,2021-12-02,2021-02-16,,,5.5,27 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1148,OYO 4280 The City Gate Residency,35290Vittalwadi Narayanguda Near Lekshore Hospital Nh Bypass Ernakulam Kerala 682040 India,37438,Kochi,2021-12-02,2021-02-16,,,5.5,27 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1149,Nature Villa,Thumboli House No 97 Asan Lane Aluva Ernakulam Behind Casino Perumbavoor 683101 India,4000,Kochi,2021-12-02,2021-02-16,,,16 ,21 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1150,IMA House,JN International Stadium Road Palarivattom P O Ernakulam Kerala 682025 India,7396,Kochi,2021-12-02,2021-02-16,,,9.3,21 ,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes
1151,Hotel Aiswarya,Off M G Road Warriam Road Opp Lotus Club Ernakulam 682 016 India,4600,Kochi,2021-12-02,2021-02-16,,,6.6,24 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
1152,Hotel Livanta,N S S Karayogam Ernakulam KL 682038 India,13596,Kochi,2021-12-02,2021-02-16,,,8.2,24 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
1153,The Dunes Cochin,Doraiswami Iver Road Off MG Road Ernakulam Kerala 682035 India,6560,Kochi,2021-12-02,2021-02-16,,,7.8,23 ,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no
1154,OYO 16711 Malabar Plaza Inn,SRM Road Ernakulam North Kaloor Ernakulam Kerala 682018 India,7747,Kochi,2021-12-02,2021-02-16,,,9.6,21 ,no,yes,no,no,no,no,no,yes,no,no,no,no,no
1155,Whitegate Residency,Valiyakavala Vaikam Kerala 686141 India,12000,Kochi,2021-12-02,2021-02-16,,,22 ,44 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes
1156,Hotel Kabani Palace,130 Junction Near KSRTC Bus Stand Ernakulam District Muvattupuzha Kerala 686661 India,12980,Kochi,2021-12-02,2021-02-16,,,35 ,29 ,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
1157,OYO 3633 Nanda Inn,2 Td Road Nearf Td Temple Ernakulam Kerala 682035 India,6257,Kochi,2021-12-02,2021-02-16,,,7.7,23 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1158,D Homz Suite,YS Lane 2 Yuvajana Samajam Rd Panampilly Nagar Ernakulam Kerala 682020 India,13200,Kochi,2021-12-02,2021-02-16,,,5.9,24 ,no,yes,no,no,no,no,no,no,no,no,no,yes,no
1159,D Homz Suite,YS Lane 2 Yuvajana Samajam Rd Panampilly Nagar Ernakulam Kerala 682020 India,13200,Kochi,2021-12-02,2021-02-16,,,5.9,24 ,no,yes,no,no,no,no,no,no,no,no,no,yes,no
1160,OYO 15599 Reem Residency,ReemNear Cochin International airport Kariyad  Airport  Mattoor Road Alwaye Kerala 683111 India,10853,Kochi,2021-12-02,2021-02-16,,,32 ,1.4,no,yes,no,no,no,no,no,yes,no,no,no,no,no
1161,FabHotel Casa De Forte,Gumathore Odatha Jubilee Nagar Veli Kochi Kerala Kochi 682001 India,200000,Kochi,2021-12-02,2021-02-16,,,4.9,28 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1162,Hotel Airlink Castle,Near Cochin International Airport Athani Ernakulam Alwaye Kerala 683 585 India,9600,Kochi,2021-12-02,2021-02-16,,,29 ,4.0,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1163,Niko Hotels,KP Vallon Road Ernakulam 682020 India,9904,Kochi,2021-12-02,2021-02-16,,,6.4,24 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1164,The Classik Fort,NEAR GANDHI SQUREPETTAH POONITHURA Ernakulam KERALA 682038 India,11894,Kochi,2021-12-02,2021-02-16,,,8.2,24 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
1165,Spring Field Billets,St Benedict Road Near North Railwau Station Ernakulam KL 682018 India,5947,Kochi,2021-12-02,2021-02-16,,,9.1,21 ,no,yes,yes,no,no,no,no,no,no,yes,no,no,no
1166,Kondai Lip Backwater Heritage Resort,Ezhupunna South P O Cherthalla Cherthala 688550 India,27200,Kochi,2021-12-02,2021-02-16,,,12 ,41 ,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no
1167,Keys Select Kochi - By Lemon Tree Hotels,Near UP Bridge Shanthi Nagar Thevara PO Ernakulam Ernakulam Kerala 682013 India,9240,Kochi,2021-12-02,2021-02-16,,,4.2,26 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
1168,Kochi Marriott Hotel,Lulu International Shopping Mall 34/1111 NH 47 Ernakulam Kerala 682024 India,19196,Kochi,2021-12-02,2021-02-16,,,14 ,17 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1169,Olive Eva,Opposite Infopark Kakkanad Kakkanad Kerala 682030 India,9600,Kochi,2021-12-02,2021-02-16,,,16 ,16 ,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no
1170,Olive Eva,Opposite Infopark Kakkanad Kakkanad Kerala 682030 India,9600,Kochi,2021-12-02,2021-02-16,,,16 ,16 ,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no
1171,OYO 22485 Tcs Suites,Opposite To Lulu Mall Near AlShifa Hospital Edappally Ernakulam Kerala 682024 India,6291,Kochi,2021-12-02,2021-02-16,,,14 ,17 ,no,yes,no,no,no,no,no,yes,no,no,no,no,no
1172,The Killians Boutique Hotel,River Road Fort Kochi Post box 22 Kochi Kerala 682001 India,28235,Kochi,2021-12-02,2021-02-16,,,7.0,26 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1173,Prayana Hotels,Opp North Railway Station Near ESI Hospital Ernakulam Kerala 682018 India,8695,Kochi,2021-12-02,2021-02-16,,,9.2,21 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes
1174,Forte Kochi,1/373 Princess Street Fort Kochi Near Police Station Kochi Kerala 682001 India,26000,Kochi,2021-12-02,2021-02-16,,,6.8,26 ,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes
1175,Ecolodge,40/4969A Basin Road Opp High Court Ernakulam Kerala 682031 India,6644,Kochi,2021-12-02,2021-02-16,,,8.2,23 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1176,Saj Earth Resort,Saj Junction Cochin Intnl Airport Ernakulam District Kochi Alwaye Kerala 683572 India,16000,Kochi,2021-12-02,2021-02-16,,,31 ,1.2,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1177,OYO 27738 Ghala Residency Inn,Ambattukavu Choornikkara Alwaye Kerala 683106 India,10402,Kochi,2021-12-02,2021-02-16,,,20 ,10 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1178,OYO 18938 Hotel Mars,Htl Mars Jew St Padma Junction Shenoys Ernakulam Kerala 682035 India,5967,Kochi,2021-12-02,2021-02-16,,,8.0,23 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1179,Nathan's Holiday Home,11/637A MacKenzie Garden Pattalam Fort Kochi Kochi Kerala 682001 India,10000,Kochi,2021-12-02,2021-02-16,,,6.3,27 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes
1180,Hotel Srinivas,Srinivas Enclave MG Road Ernakulam Ernakulam Kerala 682035 India,3588,Kochi,2021-12-02,2021-02-16,,,7.8,23 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1181,Hotel Srinivas,Srinivas Enclave MG Road Ernakulam Ernakulam Kerala 682035 India,3588,Kochi,2021-12-02,2021-02-16,,,7.8,23 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1182,NM Royale County,KRL Road Tripunithura Ernakulam Perumbavoor Kerala 682309 India,12389,Kochi,2021-12-02,2021-02-16,,,11 ,22 ,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no
1183,Oak Field Inn,Nettipadam Road Ernakulam KL 682016 India,3888,Kochi,2021-12-02,2021-02-16,,,6.6,24 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
1184,The Anton Hotel,Metro pillar No  634 Banerji Road KacheripadyKochi Ernakulam KL 682018 India,7200,Kochi,2021-12-02,2021-02-16,,,8.5,22 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1185,Hotel Presidency,Ernakulam Town Ernakulam Kerala 682018 India,11696,Kochi,2021-12-02,2021-02-16,,,9.0,22 ,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no
1186,36 PALMS BOUTIQUE RETREAT,1/485 Pallipuram  Munambam Rd Cherai Beach North Paravur Kerala 683515 India,36000,Kochi,2021-12-02,2021-02-16,,,30 ,24 ,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes
1187,SPOT ON 40646 Ppg Tourist Home,Ppg Tourist Home Chottanikkara Thrippunithura Perumbavoor Kerala 682312 India,4437,Kochi,2021-12-02,2021-02-16,,,13 ,25 ,no,yes,no,no,no,no,no,yes,no,no,no,no,no
1188,Sidra Pristine Hotel & Portico Halls,No 65/4496 Sivarama Menon Road Kaloor Ernakulam North Ernakulam Kerala 682018 India,7196,Kochi,2021-12-02,2021-02-16,,,9.4,21 ,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,no
1189,Aura One Hotel,Next to Lulu Shopping Mall Opposite Nandillath Gmart Ernakulam Kerala 682024 India,9200,Kochi,2021-12-02,2021-02-16,,,14 ,17 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1190,Elite Palazzo,NH47 Bank Junction Angamaly Alwaye Kerala 683572 India,9600,Kochi,2021-12-02,2021-02-16,,,34 ,4.1,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no
1191,South Gate Residency,Near South Railway Station Kalathiparambu Road Ernakulam South Ernakulam Kerala 682016 India,3960,Kochi,2021-12-02,2021-02-16,,,6.7,23 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
1192,The Dunes Continental,SRM Road South End Lissie Junction Ernakulam Kerala 682035 India,7800,Kochi,2021-12-02,2021-02-18,,,9.2,21 ,no,yes,no,no,yes,no,no,no,no,no,no,no,yes
1193,Kochi Marriott Hotel,Lulu International Shopping Mall 34/1111 NH 47 Ernakulam Kerala 682024 India,25601,Kochi,2021-12-02,2021-02-18,,,14 ,17 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1194,Crowne Plaza Kochi,XI/641A Kundanoor Junction NH47 Bypass Maradu Ernakulam Kerala 682 304 India,19766,Kochi,2021-12-02,2021-02-18,,,6.0,26 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1195,Crowne Plaza Kochi,XI/641A Kundanoor Junction NH47 Bypass Maradu Ernakulam Kerala 682 304 India,19766,Kochi,2021-12-02,2021-02-18,,,6.0,26 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1196,The Gateway Hotel Marine Drive Ernakulam,Marine Drive Ernakulam Ernakulam Kerala 682011 India,17250,Kochi,2021-12-02,2021-02-18,,,7.3,23 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1197,Diana Heights,Near Athani Cochin Intl Airport Alwaye Kerala 683585 India,16263,Kochi,2021-12-02,2021-02-18,,,29 ,4.0,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1198,Diana Heights,Near Athani Cochin Intl Airport Alwaye Kerala 683585 India,16263,Kochi,2021-12-02,2021-02-18,,,29 ,4.0,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1199,Le Meridien Kochi,Maradu Ernakulam Kerala 682304 India,19644,Kochi,2021-12-02,2021-02-18,,,6.0,26 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1200,"Port Muziris, a Tribute Portfolio Hotel, Kochi",VIP Rd Opp Kochi Intl Airport Nedumbassery Vappalassery Alwaye Kerala 683572 India,18300,Kochi,2021-12-02,2021-02-18,,,30 ,1.1,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no
1201,Yuvarani Residency,Jos Junction MG Road Ernakulam Ernakulam Kerala 682011 India,13200,Kochi,2021-12-02,2021-02-18,,,6.7,24 ,no,no,no,no,yes,no,yes,no,no,no,no,no,no
1202,GINGER HOUSE MUSEUM HOTEL,JEW TOWN ROAD KOCHI Mattancherry Kochi Kerala 682002 India,111000,Kochi,2021-12-02,2021-02-18,,,5.2,26 ,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
1203,OYO 16623 Kubeira Homestay,1Vypin  Pallipuram Road Cherai North Paravur North Paravur Kerala 683514 India,9493,Kochi,2021-12-02,2021-02-18,,,27 ,22 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1204,"Trident, Cochin",Bristow Road Willingdon Island Kochi Kerala 682003 India,15250,Kochi,2021-12-02,2021-02-18,,,5.4,25 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1205,Novotel Kochi Infopark,Kakkanad Kakkanad Kerala 682030 India,14300,Kochi,2021-12-02,2021-02-18,,,16 ,16 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1206,Novotel Kochi Infopark,Kakkanad Kakkanad Kerala 682030 India,14300,Kochi,2021-12-02,2021-02-18,,,16 ,16 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1207,Kent Baywatch Suites,Kozhikudu Jn Edakochi Kochi Kerala 682010 India,18000,Kochi,2021-12-02,2021-02-18,,,3.1,30 ,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no
1208,Grand Hyatt Kochi Bolgatty,Bolgatty Island Ernakulam Kerala 682504 India,48450,Kochi,2021-12-02,2021-02-18,,,8.5,23 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1209,Abaam Hotel,Opposite Vyttila Mobility Hub Kaniampuzha road Vyttila Ernakulam Kerala 682306 India,15570,Kochi,2021-12-02,2021-02-18,,,8.9,22 ,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no
1210,Thulasi Inn,Ground 61/3044A Thulasi KSN Menon Rd Ernakulam 682016 India,9072,Kochi,2021-12-02,2021-02-18,,,6.8,23 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1211,Radisson Blu Kochi,SA Road Elamkulam Junction Kadavanthra Ernakulam Kerala 682 020 India,17764,Kochi,2021-12-02,2021-02-18,,,7.5,23 ,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no
1212,Grand Hotel,MG Road Ernakulam Ernakulam Kerala 682011 India,14040,Kochi,2021-12-02,2021-02-18,,,6.9,23 ,no,yes,yes,no,yes,no,yes,no,no,no,no,no,yes
1213,Green Line Residency,Church Building Green Line Residency Near Cochin International Airport Alwaye Akaparambu Kerala 683572 India,13800,Kochi,2021-12-02,2021-02-18,,,31 ,1.4,no,yes,no,no,no,no,no,no,no,no,no,no,no
1214,Monsoon Empress,NH Bypass palarivattom Kochi Building No 43 3074 C Ernakulam Kerala 682025 India,20250,Kochi,2021-12-02,2021-02-18,,,11 ,19 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1215,Kapithan's Inn,Opp Santa Cruz Ground K L Bernard Road Fort Kochi Kochi Kerala 682 001 India,7175,Kochi,2021-12-02,2021-02-18,,,6.5,27 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1216,ibis Kochi City Centre Hotel,Padma Junction MG Road Ernakulam Kerala 682035 India,12000,Kochi,2021-12-02,2021-02-18,,,8.0,23 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1217,ibis Kochi City Centre Hotel,Padma Junction MG Road Ernakulam Kerala 682035 India,12000,Kochi,2021-12-02,2021-02-18,,,8.0,23 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1218,Vasundhara Sarovar Premiere,VP 11 / 123 F Cherthala Alleppey District Cherthala Kerala 688 536 India,51900,Kochi,2021-12-02,2021-02-18,,,21 ,46 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1219,Old Lighthouse Bristow Hotel,Beach Road Next to INS Dronacharya Fort Kochi Kochi Kerala 682001 India,34500,Kochi,2021-12-02,2021-02-18,,,6.7,27 ,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no
1220,PJ Princess Regency,19/187 Puduvyppu Vypeen Island Cochin North Paravur Kerala 682508 India,11866,Kochi,2021-12-02,2021-02-18,,,12 ,24 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1221,Ramada Resort by Wyndham Kochi,Pv Sreedharan Road Kumbalam South Ernakulam Kerala 682506 India,22525,Kochi,2021-12-02,2021-02-18,,,5.8,31 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1222,Phoenix Holidays,Balakrishna Menon Rd Ernakulam KL 682024 India,10800,Kochi,2021-12-02,2021-02-18,,,13 ,18 ,no,yes,no,yes,no,no,no,no,no,no,no,no,no
1223,Base9 Airport Hotel,9/376 B AirportMaikavuAnkamaly Road Alwaye Kerala 683572 India,8316,Kochi,2021-12-02,2021-02-18,,,31 ,1.0,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes
1224,Golf View Hotel & Suites,VIP Road Alwaye Kerala 683589 India,9600,Kochi,2021-12-02,2021-02-18,,,29 ,2.6,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes
1225,The Wyte Fort Hotel,NH 66 Kundanoor Maradu Ernakulam KL 682304 India,20700,Kochi,2021-12-02,2021-02-18,,,6.7,24 ,yes,no,no,yes,yes,no,no,no,no,no,no,no,no
1226,York Hotel Kochi,Opposite Medical Trust Hospital MG Road Pallimukku Ernakulam Kerala 682016 India,9175,Kochi,2021-12-02,2021-02-18,,,6.2,24 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1227,Heavenly Homestay,11/639 A Pattalam St Antonys Chapel Meckanzey Garden Road Kochi Kerala 682001 India,7500,Kochi,2021-12-02,2021-02-18,,,6.3,27 ,no,yes,yes,no,no,no,no,no,no,no,no,no,yes
1228,Heavenly Homestay,11/639 A Pattalam St Antonys Chapel Meckanzey Garden Road Kochi Kerala 682001 India,7500,Kochi,2021-12-02,2021-02-18,,,6.3,27 ,no,yes,yes,no,no,no,no,no,no,no,no,no,yes
1229,Elim Homestay,Chirattapalam Near Bus Stop Fort Kochi Kochi Kerala 682001 India,4147,Kochi,2021-12-02,2021-02-18,,,6.2,27 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
1230,The Avenue Regent,39/2026 M G Road Ernakulam Ernakulam Kerala 682016 India,28400,Kochi,2021-12-02,2021-02-18,,,6.5,24 ,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no
1231,OYO 17222 Al Maray,1Sofia Building 44/1957 Desabhimani Rd Kaloor Kochi Ernakulam Kerala 682017 India,66827,Kochi,2021-12-02,2021-02-18,,,10 ,20 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1232,Bharat Hotel,PBNo2357 Gandhi Square Durbar Hall Road Ernakulam Kerala 682 016 India,18584,Kochi,2021-12-02,2021-02-18,,,6.5,24 ,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
1233,Grand Canyon,Near Kokers Theatre Kochi India 682001 India,24000,Kochi,2021-12-02,2021-02-18,,,5.9,27 ,no,yes,no,no,yes,no,no,no,no,no,no,yes,no
1234,Imperial Regency,Imperial Trade Centre MG Road Ernakulam Kerala 682035 India,21000,Kochi,2021-12-02,2021-02-18,,,8.1,22 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes
1235,Tissa's Inn,1/1128 Kunnumpuram Opp Canara Bank Kochi Kerala 682001 India,17920,Kochi,2021-12-02,2021-02-18,,,6.4,26 ,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no
1236,Flora Airport Hotel and Convention Centre Kochi,Opp Cochin International Airport Nedumbassery Nayathodu Alwaye Kerala 683572 India,16800,Kochi,2021-12-02,2021-02-18,,,31 ,0.9,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1237,Gokulam Park,Opp PVS Hospital Kaloor Ernakulam Kerala 682017 India,27894,Kochi,2021-12-02,2021-02-18,,,9.5,21 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1238,Reds Residency - Homestay,11/372 A K J Herschel Road Near Dronacharya Main Gate Kochi Kerala 682001 India,9900,Kochi,2021-12-02,2021-02-18,,,5.7,28 ,no,yes,yes,no,no,yes,no,no,no,no,no,no,no
1239,Reds Residency - Homestay,11/372 A K J Herschel Road Near Dronacharya Main Gate Kochi Kerala 682001 India,9900,Kochi,2021-12-02,2021-02-18,,,5.7,28 ,no,yes,yes,no,no,yes,no,no,no,no,no,no,no
1240,Nature Villa,Thumboli House No 97 Asan Lane Aluva Ernakulam Behind Casino Perumbavoor 683101 India,6000,Kochi,2021-12-02,2021-02-18,,,16 ,21 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1241,TRINITY AT FORT COCHIN,1/658 Ridsdale Road Parade Ground Fort Cochin Kochi Kerala 682001 India,119147,Kochi,2021-12-02,2021-02-18,,,6.7,27 ,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
1242,Travancore Court - by Spree,Warriam Road Eranakulam Ernakulam Kerala 682016 India,13515,Kochi,2021-12-02,2021-02-18,,,6.5,24 ,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
1243,Honolulu Home,House No 1/1596 CCEA Hall Road Fort Kochi Kochi Kerala 682001 India,4500,Kochi,2021-12-02,2021-02-18,,,6.0,27 ,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no
1244,Hotel Bright Heritage,1/508A1 TOWER ROADFORT KOCHI Kochi KERALA 682001 India,60000,Kochi,2021-12-02,2021-02-18,,,6.8,26 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1245,OYO 4280 The City Gate Residency,35290Vittalwadi Narayanguda Near Lekshore Hospital Nh Bypass Ernakulam Kerala 682040 India,56157,Kochi,2021-12-02,2021-02-18,,,5.5,27 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1246,IMA House,JN International Stadium Road Palarivattom P O Ernakulam Kerala 682025 India,10994,Kochi,2021-12-02,2021-02-18,,,9.3,21 ,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes
1247,OYO 16711 Malabar Plaza Inn,SRM Road Ernakulam North Kaloor Ernakulam Kerala 682018 India,10891,Kochi,2021-12-02,2021-02-18,,,9.6,21 ,no,yes,no,no,no,no,no,yes,no,no,no,no,no
1248,Daffodils Spice Court,217A AB SALEM ROAD MATTANCHERRY Kochi 682002 India,21000,Kochi,2021-12-02,2021-02-18,,,5.1,26 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
1249,Hotel Aiswarya,Off M G Road Warriam Road Opp Lotus Club Ernakulam 682 016 India,6900,Kochi,2021-12-02,2021-02-18,,,6.6,24 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
1250,Hotel Aiswarya,Off M G Road Warriam Road Opp Lotus Club Ernakulam 682 016 India,6900,Kochi,2021-12-02,2021-02-18,,,6.6,24 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
1251,Blue Bell Airport Hotel,Nedumbassery Vappalassery Alwaye Kerala 683572 India,10501,Kochi,2021-12-02,2021-02-18,,,31 ,1.4,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes
